Repo,NodeName,dataType (bits),depth,folded_shape (dimensions flattened),normal_shape (dimensions flattened),Total LUTs,Logic LUTs,LUTRAMs,SRLs,FFs,RAMB36,RAMB18,DSP Blocks
t4w1a1_6000fps_u,StreamingDataflowPartition_1_StreamingFIFO_rtl_17,1,2,12800,12800,131,131,0,0,261,0,0,0
t4w1a1_6000fps_u,StreamingDataflowPartition_1_StreamingFIFO_rtl_18,1,2,12800,12800,281,153,0,128,139,0,0,0
t4w1a1_6000fps_u,StreamingDataflowPartition_1_StreamingFIFO_rtl_19,1,32,3200,3200,4,4,0,0,6,0,0,0
t4w1a1_6000fps_u,StreamingDataflowPartition_1_StreamingFIFO_rtl_20,1,640,3200,3200,4,4,0,0,6,0,0,0
t4w1a1_6000fps_u,StreamingDataflowPartition_1_StreamingFIFO_rtl_21,1,2,10368,10368,242,98,0,144,83,0,0,0
t4w1a1_6000fps_u,StreamingDataflowPartition_1_StreamingFIFO_rtl_22,1,32,10368,10368,5,5,0,0,8,0,0,0
t4w1a1_6000fps_u,StreamingDataflowPartition_1_StreamingFIFO_rtl_23,1,2,2304,2304,4,4,0,0,6,0,0,0
t4w1a1_6000fps_u,StreamingDataflowPartition_1_StreamingFIFO_rtl_24,1,2,2304,2304,5,5,0,0,6,0,0,0
t4w1a1_6000fps_u,StreamingDataflowPartition_1_StreamingFIFO_rtl_25,1,2,2304,2304,43,43,0,0,57,0,1,0
t4w1a1_6000fps_u,StreamingDataflowPartition_1_StreamingFIFO_rtl_26,1,766,2304,2304,3,3,0,0,5,0,0,0
t4w1a1_6000fps_u,StreamingDataflowPartition_1_StreamingFIFO_rtl_27,1,2,256,256,11,11,0,0,19,0,0,0
t4w1a1_6000fps_u,StreamingDataflowPartition_1_StreamingFIFO_rtl_28,1,2,256,256,4,4,0,0,6,0,0,0
t4w1a1_6000fps_u,StreamingDataflowPartition_1_StreamingFIFO_rtl_29,1,2,512,512,20,20,0,0,35,0,0,0
t4w1a1_6000fps_u,StreamingDataflowPartition_1_StreamingFIFO_rtl_30,1,2,512,512,4,4,0,0,6,0,0,0
t4w1a1_6000fps_u,StreamingDataflowPartition_1_StreamingFIFO_rtl_31,1,2,512,512,20,20,0,0,36,0,0,0
t4w1a1_700fps_u,StreamingDataflowPartition_1_StreamingFIFO_rtl_0,8,3072,3072,3072,911,143,0,768,67,0,0,0
t4w1a1_700fps_u,StreamingDataflowPartition_1_StreamingFIFO_rtl_1,8,3644,24300,24300,27,27,0,0,52,0,0,0
t4w1a1_700fps_u,StreamingDataflowPartition_1_StreamingFIFO_rtl_2,8,900,24300,24300,44,44,0,0,57,6,0,0
t4w1a1_700fps_u,StreamingDataflowPartition_1_StreamingFIFO_rtl_3,1,632,57600,57600,8,8,0,0,12,0,0,0
t4w1a1_700fps_u,StreamingDataflowPartition_1_StreamingFIFO_rtl_4,1,14400,57600,57600,173,77,0,96,44,0,0,0
t4w1a1_700fps_u,StreamingDataflowPartition_1_StreamingFIFO_rtl_5,1,2,451584,451584,35,35,0,0,68,0,0,0
t4w1a1_700fps_u,StreamingDataflowPartition_1_StreamingFIFO_rtl_6,1,32,451584,451584,76,76,0,0,148,0,0,0
t4w1a1_700fps_u,StreamingDataflowPartition_1_StreamingFIFO_rtl_7,1,2,50176,50176,36,36,0,0,68,0,0,0
t4w1a1_700fps_u,StreamingDataflowPartition_1_StreamingFIFO_rtl_8,1,2,50176,50176,67,67,0,0,131,0,0,0
t4w1a1_700fps_u,StreamingDataflowPartition_1_StreamingFIFO_rtl_9,1,32,12544,12544,147,83,0,64,74,0,0,0
t4w1a1_700fps_u,StreamingDataflowPartition_1_StreamingFIFO_rtl_10,1,512,12544,12544,28,28,0,0,61,0,1,0
t4w1a1_700fps_u,StreamingDataflowPartition_1_StreamingFIFO_rtl_11,1,2,82944,82944,7,7,0,0,11,0,0,0
t4w1a1_700fps_u,StreamingDataflowPartition_1_StreamingFIFO_rtl_12,1,118,82944,82944,167,95,0,72,82,0,0,0
t4w1a1_700fps_u,StreamingDataflowPartition_1_StreamingFIFO_rtl_13,1,3504,18432,18432,12,12,0,0,20,0,0,0
t4w1a1_700fps_u,StreamingDataflowPartition_1_StreamingFIFO_rtl_14,1,2,115200,115200,11,11,0,0,20,0,0,0
t4w1a1_700fps_u,StreamingDataflowPartition_1_StreamingFIFO_rtl_15,1,32,115200,115200,159,87,0,72,82,0,0,0
t4w1a1_700fps_u,StreamingDataflowPartition_1_StreamingFIFO_rtl_16,1,2,12800,12800,20,20,0,0,36,0,0,0
t4w1a1_700fps_u,StreamingDataflowPartition_1_StreamingFIFO_rtl_17,1,2,12800,12800,131,131,0,0,261,0,0,0
t4w1a1_700fps_u,StreamingDataflowPartition_1_StreamingFIFO_rtl_18,1,32,3200,3200,281,153,0,128,139,0,0,0
t4w1a1_700fps_u,StreamingDataflowPartition_1_StreamingFIFO_rtl_19,1,2,3200,3200,4,4,0,0,6,0,0,0
t4w1a1_700fps_u,StreamingDataflowPartition_1_StreamingFIFO_rtl_20,1,2,10368,10368,4,4,0,0,6,0,0,0
t4w1a1_700fps_u,StreamingDataflowPartition_1_StreamingFIFO_rtl_21,1,238,10368,10368,242,98,0,144,83,0,0,0
t4w1a1_700fps_u,StreamingDataflowPartition_1_StreamingFIFO_rtl_22,1,2,2304,2304,5,5,0,0,8,0,0,0
t4w1a1_700fps_u,StreamingDataflowPartition_1_StreamingFIFO_rtl_23,1,2,2304,2304,4,4,0,0,6,0,0,0
t4w1a1_700fps_u,StreamingDataflowPartition_1_StreamingFIFO_rtl_24,1,766,2304,2304,5,5,0,0,6,0,0,0
t4w1a1_700fps_u,StreamingDataflowPartition_1_StreamingFIFO_rtl_25,1,168,256,256,43,43,0,0,57,0,1,0
t4w1a1_700fps_u,StreamingDataflowPartition_1_StreamingFIFO_rtl_26,1,2,512,512,3,3,0,0,5,0,0,0
t4w1a1_700fps_u,StreamingDataflowPartition_1_StreamingFIFO_rtl_27,1,125,512,512,11,11,0,0,19,0,0,0
t4w1a1_700fps_u,StreamingDataflowPartition_1_StreamingFIFO_rtl_28,1,2,512,512,4,4,0,0,6,0,0,0
t4w1a1_700fps_u,StreamingDataflowPartition_1_StreamingFIFO_rtl_29,16,2,10,10,20,20,0,0,35,0,0,0
t4w1a1_7500fps_u,StreamingDataflowPartition_1_StreamingFIFO_rtl_0,8,1024,3072,3072,911,143,0,768,67,0,0,0
t4w1a1_7500fps_u,StreamingDataflowPartition_1_StreamingFIFO_rtl_1,8,2,24300,24300,27,27,0,0,52,0,0,0
t4w1a1_7500fps_u,StreamingDataflowPartition_1_StreamingFIFO_rtl_2,8,2,24300,24300,44,44,0,0,57,6,0,0
t4w1a1_7500fps_u,StreamingDataflowPartition_1_StreamingFIFO_rtl_3,1,2,57600,57600,8,8,0,0,12,0,0,0
t4w1a1_7500fps_u,StreamingDataflowPartition_1_StreamingFIFO_rtl_4,1,2,57600,57600,173,77,0,96,44,0,0,0
t4w1a1_7500fps_u,StreamingDataflowPartition_1_StreamingFIFO_rtl_5,1,2,451584,451584,35,35,0,0,68,0,0,0
t4w1a1_7500fps_u,StreamingDataflowPartition_1_StreamingFIFO_rtl_6,1,4694,451584,451584,76,76,0,0,148,0,0,0
t4w1a1_7500fps_u,StreamingDataflowPartition_1_StreamingFIFO_rtl_7,1,2,50176,50176,36,36,0,0,68,0,0,0
t4w1a1_7500fps_u,StreamingDataflowPartition_1_StreamingFIFO_rtl_8,1,2,50176,50176,67,67,0,0,131,0,0,0
t4w1a1_7500fps_u,StreamingDataflowPartition_1_StreamingFIFO_rtl_9,1,32,12544,12544,147,83,0,64,74,0,0,0
t4w1a1_7500fps_u,StreamingDataflowPartition_1_StreamingFIFO_rtl_10,1,64,12544,12544,28,28,0,0,61,0,1,0
t4w1a1_7500fps_u,StreamingDataflowPartition_1_StreamingFIFO_rtl_11,1,2,82944,82944,7,7,0,0,11,0,0,0
t4w1a1_7500fps_u,StreamingDataflowPartition_1_StreamingFIFO_rtl_12,1,32,82944,82944,167,95,0,72,82,0,0,0
t4w1a1_7500fps_u,StreamingDataflowPartition_1_StreamingFIFO_rtl_13,1,2,18432,18432,12,12,0,0,20,0,0,0
t4w1a1_7500fps_u,StreamingDataflowPartition_1_StreamingFIFO_rtl_14,1,2,115200,115200,11,11,0,0,20,0,0,0
t4w1a1_7500fps_u,StreamingDataflowPartition_1_StreamingFIFO_rtl_15,1,536,115200,115200,159,87,0,72,82,0,0,0
t4w1a1_7500fps_u,StreamingDataflowPartition_1_StreamingFIFO_rtl_16,1,2,12800,12800,20,20,0,0,36,0,0,0
t4w1a1_7500fps_u,StreamingDataflowPartition_1_StreamingFIFO_rtl_17,1,2,12800,12800,131,131,0,0,261,0,0,0
t4w1a1_7500fps_u,StreamingDataflowPartition_1_StreamingFIFO_rtl_18,1,32,3200,3200,281,153,0,128,139,0,0,0
t4w1a1_7500fps_u,StreamingDataflowPartition_1_StreamingFIFO_rtl_19,1,640,3200,3200,4,4,0,0,6,0,0,0
t4w1a1_7500fps_u,StreamingDataflowPartition_1_StreamingFIFO_rtl_20,1,2,10368,10368,4,4,0,0,6,0,0,0
t4w1a1_7500fps_u,StreamingDataflowPartition_1_StreamingFIFO_rtl_21,1,32,10368,10368,242,98,0,144,83,0,0,0
t4w1a1_7500fps_u,StreamingDataflowPartition_1_StreamingFIFO_rtl_22,1,2,2304,2304,5,5,0,0,8,0,0,0
t4w1a1_7500fps_u,StreamingDataflowPartition_1_StreamingFIFO_rtl_23,1,2,2304,2304,4,4,0,0,6,0,0,0
t4w1a1_7500fps_u,StreamingDataflowPartition_1_StreamingFIFO_rtl_24,1,2,2304,2304,5,5,0,0,6,0,0,0
t4w1a1_7500fps_u,StreamingDataflowPartition_1_StreamingFIFO_rtl_25,1,766,2304,2304,43,43,0,0,57,0,1,0
t4w1a1_7500fps_u,StreamingDataflowPartition_1_StreamingFIFO_rtl_26,1,2,256,256,3,3,0,0,5,0,0,0
t4w1a1_7500fps_u,StreamingDataflowPartition_1_StreamingFIFO_rtl_27,1,2,256,256,11,11,0,0,19,0,0,0
t4w1a1_7500fps_u,StreamingDataflowPartition_1_StreamingFIFO_rtl_28,1,2,512,512,4,4,0,0,6,0,0,0
t4w1a1_7500fps_u,StreamingDataflowPartition_1_StreamingFIFO_rtl_29,1,2,512,512,20,20,0,0,35,0,0,0
t4w1a1_7500fps_u,StreamingDataflowPartition_1_StreamingFIFO_rtl_30,1,2,512,512,4,4,0,0,6,0,0,0
t4w1a1_7500fps_u,StreamingDataflowPartition_1_StreamingFIFO_rtl_31,16,2,10,10,20,20,0,0,36,0,0,0
