Hardware config,Submodule Instance,ConvKernelDim,Dilation,K,Labels,PE,Padding,Stride,numInputVectors,Total LUT,Total FFs,BRAM (36k eq.),DSP Blocks
builds_t1w2_run1_10_modify_folding_BOTH,StreamingFIFO_rtl_5,,,,,,,,,15,22,0.0,0
builds_t1w2_run1_10_modify_folding_BOTH,StreamingFIFO_rtl_6,,,,,,,,,60,25,0.0,0
builds_t1w2_run1_10_modify_folding_BOTH,StreamingFIFO_rtl_7,,,,,,,,,23,38,0.0,0
builds_t1w2_run1_10_modify_folding_BOTH,StreamingFIFO_rtl_8,,,,,,,,,15,22,0.0,0
builds_t1w8_run0,StreamingFIFO_rtl_0,,,,,,,,,319,37,0.0,0
builds_t1w8_run0,StreamingFIFO_rtl_1,,,,,,,,,32,69,2.0,0
builds_t1w8_run0,StreamingFIFO_rtl_2,,,,,,,,,32,73,4.0,0
builds_t1w8_run0,StreamingFIFO_rtl_3,,,,,,,,,15,22,0.0,0
builds_t1w8_run0,StreamingFIFO_rtl_4,,,,,,,,,15,22,0.0,0
builds_t1w8_run0,StreamingFIFO_rtl_5,,,,,,,,,71,32,0.0,0
builds_t1w8_run0,StreamingFIFO_rtl_6,,,,,,,,,31,54,0.0,0
builds_t1w8_run0,StreamingFIFO_rtl_7,,,,,,,,,15,22,0.0,0
builds_t1w8_run1_10_modify_folding_BOTH,StreamingFIFO_rtl_0,,,,,,,,,341,58,0.0,0
builds_t1w8_run1_10_modify_folding_BOTH,StreamingFIFO_rtl_1,,,,,,,,,39,70,0.0,0
builds_t1w8_run1_10_modify_folding_BOTH,StreamingFIFO_rtl_2,,,,,,,,,1353,315,0.0,0
builds_t1w8_run1_10_modify_folding_BOTH,StreamingFIFO_rtl_3,,,,,,,,,39,70,0.0,0
builds_t1w8_run1_10_modify_folding_BOTH,StreamingFIFO_rtl_4,,,,,,,,,167,327,0.0,0
builds_t1w8_run1_10_modify_folding_BOTH,StreamingFIFO_rtl_5,,,,,,,,,23,38,0.0,0
builds_t1w8_run1_10_modify_folding_BOTH,StreamingFIFO_rtl_6,,,,,,,,,641,99,0.0,0
builds_t1w8_run1_10_modify_folding_BOTH,StreamingFIFO_rtl_7,,,,,,,,,31,54,0.0,0
builds_t1w8_run1_10_modify_folding_BOTH,StreamingFIFO_rtl_8,,,,,,,,,15,22,0.0,0
builds_t1w4_run12_40_modify_folding_BOTH,StreamingFIFO_rtl_0,,,,,,,,,319,37,0.0,0
builds_t1w4_run12_40_modify_folding_BOTH,StreamingFIFO_rtl_1,,,,,,,,,15,22,0.0,0
builds_t1w4_run12_40_modify_folding_BOTH,StreamingFIFO_rtl_10,,,,,,,,,15,22,0.0,0
builds_t1w4_run12_40_modify_folding_BOTH,StreamingFIFO_rtl_2,,,,,,,,,170,37,0.0,0
builds_t1w4_run12_40_modify_folding_BOTH,StreamingFIFO_rtl_3,,,,,,,,,23,38,0.0,0
builds_t1w4_run12_40_modify_folding_BOTH,StreamingFIFO_rtl_4,,,,,,,,,937,336,0.0,0
builds_t1w4_run12_40_modify_folding_BOTH,StreamingFIFO_rtl_5,,,,,,,,,15,22,0.0,0
builds_t1w4_run12_40_modify_folding_BOTH,StreamingFIFO_rtl_6,,,,,,,,,47,86,0.0,0
builds_t1w4_run12_40_modify_folding_BOTH,StreamingFIFO_rtl_7,,,,,,,,,15,22,0.0,0
builds_t1w4_run12_40_modify_folding_BOTH,StreamingFIFO_rtl_8,,,,,,,,,194,37,0.0,0
builds_t1w4_run12_40_modify_folding_BOTH,StreamingFIFO_rtl_9,,,,,,,,,23,38,0.0,0
builds_t1w8_run21_40_modify_folding_greedy_BOTH,StreamingFIFO_rtl_0,,,,,,,,,341,58,0.0,0
builds_t1w8_run21_40_modify_folding_greedy_BOTH,StreamingFIFO_rtl_1,,,,,,,,,39,70,0.0,0
builds_t1w8_run21_40_modify_folding_greedy_BOTH,StreamingFIFO_rtl_2,,,,,,,,,1353,315,0.0,0
builds_t1w8_run21_40_modify_folding_greedy_BOTH,StreamingFIFO_rtl_3,,,,,,,,,39,70,0.0,0
builds_t1w8_run21_40_modify_folding_greedy_BOTH,StreamingFIFO_rtl_4,,,,,,,,,167,327,0.0,0
builds_t1w8_run21_40_modify_folding_greedy_BOTH,StreamingFIFO_rtl_5,,,,,,,,,23,38,0.0,0
builds_t1w8_run21_40_modify_folding_greedy_BOTH,StreamingFIFO_rtl_6,,,,,,,,,641,99,0.0,0
builds_t1w8_run21_40_modify_folding_greedy_BOTH,StreamingFIFO_rtl_7,,,,,,,,,31,54,0.0,0
builds_t1w8_run21_40_modify_folding_greedy_BOTH,StreamingFIFO_rtl_8,,,,,,,,,15,22,0.0,0
builds_t1w2_run21_80_modify_folding_BOTH,StreamingFIFO_rtl_0,,,,,,,,,341,58,0.0,0
builds_t1w2_run21_80_modify_folding_BOTH,StreamingFIFO_rtl_1,,,,,,,,,39,70,0.0,0
builds_t1w2_run21_80_modify_folding_BOTH,StreamingFIFO_rtl_2,,,,,,,,,1518,338,0.0,0
builds_t1w2_run21_80_modify_folding_BOTH,StreamingFIFO_rtl_3,,,,,,,,,15,22,0.0,0
builds_t1w2_run21_80_modify_folding_BOTH,StreamingFIFO_rtl_4,,,,,,,,,47,86,0.0,0
builds_t1w2_run21_80_modify_folding_BOTH,StreamingFIFO_rtl_5,,,,,,,,,15,22,0.0,0
builds_t1w2_run21_80_modify_folding_BOTH,StreamingFIFO_rtl_6,,,,,,,,,195,37,0.0,0
builds_t1w2_run21_80_modify_folding_BOTH,StreamingFIFO_rtl_7,,,,,,,,,23,38,0.0,0
builds_t1w2_run21_80_modify_folding_BOTH,StreamingFIFO_rtl_8,,,,,,,,,15,22,0.0,0
builds_t1w2_run19_80_modify_folding_BOTH,StreamingFIFO_rtl_0,,,,,,,,,331,44,0.0,0
builds_t1w2_run19_80_modify_folding_BOTH,StreamingFIFO_rtl_1,,,,,,,,,23,38,0.0,0
builds_t1w2_run19_80_modify_folding_BOTH,StreamingFIFO_rtl_2,,,,,,,,,39,70,0.0,0
builds_t1w2_run19_80_modify_folding_BOTH,StreamingFIFO_rtl_3,,,,,,,,,301,588,0.0,0
builds_t1w2_run19_80_modify_folding_BOTH,StreamingFIFO_rtl_4,,,,,,,,,15,22,0.0,0
builds_t1w2_run19_80_modify_folding_BOTH,StreamingFIFO_rtl_5,,,,,,,,,114,56,0.0,0
builds_t1w2_run19_80_modify_folding_BOTH,StreamingFIFO_rtl_6,,,,,,,,,15,22,0.0,0
builds_t1w2_run19_80_modify_folding_BOTH,StreamingFIFO_rtl_7,,,,,,,,,160,37,0.0,0
builds_t1w2_run19_80_modify_folding_BOTH,StreamingFIFO_rtl_8,,,,,,,,,23,38,0.0,0
builds_t1w2_run19_80_modify_folding_BOTH,StreamingFIFO_rtl_9,,,,,,,,,15,22,0.0,0
builds_t1w8_run17_80_modify_folding_BOTH,StreamingFIFO_rtl_0,,,,,,,,,331,44,0.0,0
builds_t1w8_run17_80_modify_folding_BOTH,StreamingFIFO_rtl_1,,,,,,,,,23,38,0.0,0
builds_t1w8_run17_80_modify_folding_BOTH,StreamingFIFO_rtl_10,,,,,,,,,15,22,0.0,0
builds_t1w8_run17_80_modify_folding_BOTH,StreamingFIFO_rtl_2,,,,,,,,,191,51,0.0,0
builds_t1w8_run17_80_modify_folding_BOTH,StreamingFIFO_rtl_3,,,,,,,,,39,70,0.0,0
builds_t1w8_run17_80_modify_folding_BOTH,StreamingFIFO_rtl_4,,,,,,,,,914,313,0.0,0
builds_t1w8_run17_80_modify_folding_BOTH,StreamingFIFO_rtl_5,,,,,,,,,23,38,0.0,0
builds_t1w8_run17_80_modify_folding_BOTH,StreamingFIFO_rtl_6,,,,,,,,,167,327,0.0,0
builds_t1w8_run17_80_modify_folding_BOTH,StreamingFIFO_rtl_7,,,,,,,,,15,22,0.0,0
builds_t1w8_run17_80_modify_folding_BOTH,StreamingFIFO_rtl_8,,,,,,,,,373,91,0.0,0
builds_t1w8_run17_80_modify_folding_BOTH,StreamingFIFO_rtl_9,,,,,,,,,31,54,0.0,0
builds_t1w4_run4_20_modify_folding_BOTH,StreamingFIFO_rtl_0,,,,,,,,,319,37,0.0,0
builds_t1w4_run4_20_modify_folding_BOTH,StreamingFIFO_rtl_1,,,,,,,,,32,69,2.0,0
builds_t1w4_run4_20_modify_folding_BOTH,StreamingFIFO_rtl_2,,,,,,,,,29,65,1.0,0
builds_t1w4_run4_20_modify_folding_BOTH,StreamingFIFO_rtl_3,,,,,,,,,29,61,3.0,0
builds_t1w4_run4_20_modify_folding_BOTH,StreamingFIFO_rtl_4,,,,,,,,,29,65,1.0,0
builds_t1w4_run4_20_modify_folding_BOTH,StreamingFIFO_rtl_5,,,,,,,,,15,22,0.0,0
builds_t1w4_run4_20_modify_folding_BOTH,StreamingFIFO_rtl_6,,,,,,,,,85,27,0.0,0
builds_t1w4_run4_20_modify_folding_BOTH,StreamingFIFO_rtl_7,,,,,,,,,23,38,0.0,0
builds_t1w4_run4_20_modify_folding_BOTH,StreamingFIFO_rtl_8,,,,,,,,,15,22,0.0,0
builds_t1w4_run1_10_modify_folding_BOTH,StreamingFIFO_rtl_0,,,,,,,,,341,58,0.0,0
builds_t1w4_run1_10_modify_folding_BOTH,StreamingFIFO_rtl_1,,,,,,,,,39,70,0.0,0
builds_t1w4_run1_10_modify_folding_BOTH,StreamingFIFO_rtl_2,,,,,,,,,1518,338,0.0,0
builds_t1w4_run1_10_modify_folding_BOTH,StreamingFIFO_rtl_3,,,,,,,,,23,38,0.0,0
builds_t1w4_run1_10_modify_folding_BOTH,StreamingFIFO_rtl_4,,,,,,,,,87,166,0.0,0
builds_t1w4_run1_10_modify_folding_BOTH,StreamingFIFO_rtl_5,,,,,,,,,46,57,0.5,0
builds_t1w4_run1_10_modify_folding_BOTH,StreamingFIFO_rtl_6,,,,,,,,,29,61,0.5,0
builds_t1w4_run1_10_modify_folding_BOTH,StreamingFIFO_rtl_7,,,,,,,,,23,38,0.0,0
builds_t1w4_run1_10_modify_folding_BOTH,StreamingFIFO_rtl_8,,,,,,,,,15,22,0.0,0
builds_t1w2_run9_20_modify_folding_BOTH,StreamingFIFO_rtl_0,,,,,,,,,319,37,0.0,0
builds_t1w2_run9_20_modify_folding_BOTH,StreamingFIFO_rtl_1,,,,,,,,,32,69,2.0,0
builds_t1w2_run9_20_modify_folding_BOTH,StreamingFIFO_rtl_2,,,,,,,,,15,22,0.0,0
builds_t1w2_run9_20_modify_folding_BOTH,StreamingFIFO_rtl_3,,,,,,,,,301,588,0.0,0
builds_t1w2_run9_20_modify_folding_BOTH,StreamingFIFO_rtl_4,,,,,,,,,15,22,0.0,0
builds_t1w2_run9_20_modify_folding_BOTH,StreamingFIFO_rtl_5,,,,,,,,,23,38,0.0,0
builds_t1w2_run9_20_modify_folding_BOTH,StreamingFIFO_rtl_6,,,,,,,,,15,22,0.0,0
builds_t1w2_run9_20_modify_folding_BOTH,StreamingFIFO_rtl_7,,,,,,,,,46,57,0.5,0
builds_t1w2_run9_20_modify_folding_BOTH,StreamingFIFO_rtl_8,,,,,,,,,23,38,0.0,0
builds_t1w2_run9_20_modify_folding_BOTH,StreamingFIFO_rtl_9,,,,,,,,,15,22,0.0,0
builds_t1w8_run13_40_modify_folding_BOTH,StreamingFIFO_rtl_0,,,,,,,,,319,37,0.0,0
builds_t1w8_run13_40_modify_folding_BOTH,StreamingFIFO_rtl_1,,,,,,,,,15,22,0.0,0
builds_t1w8_run13_40_modify_folding_BOTH,StreamingFIFO_rtl_10,,,,,,,,,15,22,0.0,0
builds_t1w8_run13_40_modify_folding_BOTH,StreamingFIFO_rtl_2,,,,,,,,,170,37,0.0,0
builds_t1w8_run13_40_modify_folding_BOTH,StreamingFIFO_rtl_3,,,,,,,,,23,38,0.0,0
builds_t1w8_run13_40_modify_folding_BOTH,StreamingFIFO_rtl_4,,,,,,,,,301,588,0.0,0
builds_t1w8_run13_40_modify_folding_BOTH,StreamingFIFO_rtl_5,,,,,,,,,23,38,0.0,0
builds_t1w8_run13_40_modify_folding_BOTH,StreamingFIFO_rtl_6,,,,,,,,,87,166,0.0,0
builds_t1w8_run13_40_modify_folding_BOTH,StreamingFIFO_rtl_7,,,,,,,,,15,22,0.0,0
builds_t1w8_run13_40_modify_folding_BOTH,StreamingFIFO_rtl_8,,,,,,,,,342,55,0.0,0
builds_t1w8_run13_40_modify_folding_BOTH,StreamingFIFO_rtl_9,,,,,,,,,31,54,0.0,0
builds_t1w4_run13_40_modify_folding_BOTH,StreamingFIFO_rtl_0,,,,,,,,,319,37,0.0,0
builds_t1w4_run13_40_modify_folding_BOTH,StreamingFIFO_rtl_1,,,,,,,,,15,22,0.0,0
builds_t1w4_run13_40_modify_folding_BOTH,StreamingFIFO_rtl_10,,,,,,,,,15,22,0.0,0
builds_t1w4_run13_40_modify_folding_BOTH,StreamingFIFO_rtl_2,,,,,,,,,170,37,0.0,0
builds_t1w4_run13_40_modify_folding_BOTH,StreamingFIFO_rtl_3,,,,,,,,,23,38,0.0,0
builds_t1w4_run13_40_modify_folding_BOTH,StreamingFIFO_rtl_4,,,,,,,,,301,588,0.0,0
builds_t1w4_run13_40_modify_folding_BOTH,StreamingFIFO_rtl_5,,,,,,,,,15,22,0.0,0
builds_t1w4_run13_40_modify_folding_BOTH,StreamingFIFO_rtl_6,,,,,,,,,47,86,0.0,0
builds_t1w4_run13_40_modify_folding_BOTH,StreamingFIFO_rtl_7,,,,,,,,,15,22,0.0,0
builds_t1w4_run13_40_modify_folding_BOTH,StreamingFIFO_rtl_8,,,,,,,,,196,37,0.0,0
builds_t1w4_run13_40_modify_folding_BOTH,StreamingFIFO_rtl_9,,,,,,,,,23,38,0.0,0
builds_t1w4_run21_40_modify_folding_greedy_BOTH,StreamingFIFO_rtl_0,,,,,,,,,341,58,0.0,0
builds_t1w4_run21_40_modify_folding_greedy_BOTH,StreamingFIFO_rtl_1,,,,,,,,,39,70,0.0,0
builds_t1w4_run21_40_modify_folding_greedy_BOTH,StreamingFIFO_rtl_2,,,,,,,,,1518,338,0.0,0
builds_t1w4_run21_40_modify_folding_greedy_BOTH,StreamingFIFO_rtl_3,,,,,,,,,23,38,0.0,0
builds_t1w4_run21_40_modify_folding_greedy_BOTH,StreamingFIFO_rtl_4,,,,,,,,,87,166,0.0,0
builds_t1w4_run21_40_modify_folding_greedy_BOTH,StreamingFIFO_rtl_5,,,,,,,,,15,22,0.0,0
builds_t1w4_run21_40_modify_folding_greedy_BOTH,StreamingFIFO_rtl_6,,,,,,,,,344,59,0.0,0
builds_t1w4_run21_40_modify_folding_greedy_BOTH,StreamingFIFO_rtl_7,,,,,,,,,23,38,0.0,0
builds_t1w4_run21_40_modify_folding_greedy_BOTH,StreamingFIFO_rtl_8,,,,,,,,,15,22,0.0,0
builds_t1w2_run10_20_modify_folding_BOTH,StreamingFIFO_rtl_0,,,,,,,,,319,37,0.0,0
builds_t1w2_run10_20_modify_folding_BOTH,StreamingFIFO_rtl_1,,,,,,,,,15,22,0.0,0
builds_t1w2_run10_20_modify_folding_BOTH,StreamingFIFO_rtl_10,,,,,,,,,15,22,0.0,0
builds_t1w2_run10_20_modify_folding_BOTH,StreamingFIFO_rtl_2,,,,,,,,,170,37,0.0,0
builds_t1w2_run10_20_modify_folding_BOTH,StreamingFIFO_rtl_3,,,,,,,,,23,38,0.0,0
builds_t1w2_run10_20_modify_folding_BOTH,StreamingFIFO_rtl_4,,,,,,,,,937,336,0.0,0
builds_t1w2_run10_20_modify_folding_BOTH,StreamingFIFO_rtl_5,,,,,,,,,15,22,0.0,0
builds_t1w2_run10_20_modify_folding_BOTH,StreamingFIFO_rtl_6,,,,,,,,,46,57,0.5,0
builds_t1w2_run10_20_modify_folding_BOTH,StreamingFIFO_rtl_7,,,,,,,,,15,22,0.0,0
builds_t1w2_run10_20_modify_folding_BOTH,StreamingFIFO_rtl_8,,,,,,,,,46,57,0.5,0
builds_t1w2_run10_20_modify_folding_BOTH,StreamingFIFO_rtl_9,,,,,,,,,23,38,0.0,0
builds_t1w4_run7_20_modify_folding_BOTH,StreamingFIFO_rtl_0,,,,,,,,,319,37,0.0,0
builds_t1w4_run7_20_modify_folding_BOTH,StreamingFIFO_rtl_1,,,,,,,,,32,69,2.0,0
builds_t1w4_run7_20_modify_folding_BOTH,StreamingFIFO_rtl_2,,,,,,,,,15,22,0.0,0
builds_t1w4_run7_20_modify_folding_BOTH,StreamingFIFO_rtl_3,,,,,,,,,46,57,3.0,0
builds_t1w4_run7_20_modify_folding_BOTH,StreamingFIFO_rtl_4,,,,,,,,,15,22,0.0,0
builds_t1w4_run7_20_modify_folding_BOTH,StreamingFIFO_rtl_5,,,,,,,,,23,38,0.0,0
builds_t1w4_run7_20_modify_folding_BOTH,StreamingFIFO_rtl_6,,,,,,,,,15,22,0.0,0
builds_t1w4_run7_20_modify_folding_BOTH,StreamingFIFO_rtl_7,,,,,,,,,49,53,0.5,0
builds_t1w4_run7_20_modify_folding_BOTH,StreamingFIFO_rtl_8,,,,,,,,,23,38,0.0,0
builds_t1w4_run7_20_modify_folding_BOTH,StreamingFIFO_rtl_9,,,,,,,,,15,22,0.0,0
builds_t1w8_run18_80_modify_folding_BOTH,StreamingFIFO_rtl_0,,,,,,,,,331,44,0.0,0
builds_t1w8_run18_80_modify_folding_BOTH,StreamingFIFO_rtl_1,,,,,,,,,23,38,0.0,0
builds_t1w8_run18_80_modify_folding_BOTH,StreamingFIFO_rtl_10,,,,,,,,,15,22,0.0,0
builds_t1w8_run18_80_modify_folding_BOTH,StreamingFIFO_rtl_2,,,,,,,,,191,51,0.0,0
builds_t1w8_run18_80_modify_folding_BOTH,StreamingFIFO_rtl_3,,,,,,,,,39,70,0.0,0
builds_t1w8_run18_80_modify_folding_BOTH,StreamingFIFO_rtl_4,,,,,,,,,301,588,0.0,0
builds_t1w8_run18_80_modify_folding_BOTH,StreamingFIFO_rtl_5,,,,,,,,,39,70,0.0,0
builds_t1w8_run18_80_modify_folding_BOTH,StreamingFIFO_rtl_6,,,,,,,,,167,327,0.0,0
builds_t1w8_run18_80_modify_folding_BOTH,StreamingFIFO_rtl_7,,,,,,,,,15,22,0.0,0
builds_t1w8_run18_80_modify_folding_BOTH,StreamingFIFO_rtl_8,,,,,,,,,372,89,0.0,0
builds_t1w8_run18_80_modify_folding_BOTH,StreamingFIFO_rtl_9,,,,,,,,,31,54,0.0,0
builds_t1w2_run21_10_modify_folding_greedy_BOTH,StreamingFIFO_rtl_0,,,,,,,,,341,58,0.0,0
builds_t1w2_run21_10_modify_folding_greedy_BOTH,StreamingFIFO_rtl_1,,,,,,,,,39,70,0.0,0
builds_t1w2_run21_10_modify_folding_greedy_BOTH,StreamingFIFO_rtl_2,,,,,,,,,1518,338,0.0,0
builds_t1w2_run21_10_modify_folding_greedy_BOTH,StreamingFIFO_rtl_3,,,,,,,,,15,22,0.0,0
builds_t1w2_run21_10_modify_folding_greedy_BOTH,StreamingFIFO_rtl_4,,,,,,,,,47,86,0.0,0
builds_t1w2_run21_10_modify_folding_greedy_BOTH,StreamingFIFO_rtl_5,,,,,,,,,15,22,0.0,0
builds_t1w2_run21_10_modify_folding_greedy_BOTH,StreamingFIFO_rtl_6,,,,,,,,,195,37,0.0,0
builds_t1w2_run21_10_modify_folding_greedy_BOTH,StreamingFIFO_rtl_7,,,,,,,,,23,38,0.0,0
builds_t1w2_run21_10_modify_folding_greedy_BOTH,StreamingFIFO_rtl_8,,,,,,,,,15,22,0.0,0
builds_t1w4_run8_20_modify_folding_BOTH,StreamingFIFO_rtl_0,,,,,,,,,319,37,0.0,0
builds_t1w4_run8_20_modify_folding_BOTH,StreamingFIFO_rtl_1,,,,,,,,,32,69,2.0,0
builds_t1w4_run8_20_modify_folding_BOTH,StreamingFIFO_rtl_2,,,,,,,,,15,22,0.0,0
builds_t1w4_run8_20_modify_folding_BOTH,StreamingFIFO_rtl_3,,,,,,,,,703,170,0.0,0
builds_t1w4_run8_20_modify_folding_BOTH,StreamingFIFO_rtl_4,,,,,,,,,15,22,0.0,0
builds_t1w4_run8_20_modify_folding_BOTH,StreamingFIFO_rtl_5,,,,,,,,,23,38,0.0,0
builds_t1w4_run8_20_modify_folding_BOTH,StreamingFIFO_rtl_6,,,,,,,,,15,22,0.0,0
builds_t1w4_run8_20_modify_folding_BOTH,StreamingFIFO_rtl_7,,,,,,,,,49,53,0.5,0
builds_t1w4_run8_20_modify_folding_BOTH,StreamingFIFO_rtl_8,,,,,,,,,23,38,0.0,0
builds_t1w4_run8_20_modify_folding_BOTH,StreamingFIFO_rtl_9,,,,,,,,,15,22,0.0,0
builds_t1w2_run0,StreamingFIFO_rtl_0,,,,,,,,,319,37,0.0,0
builds_t1w2_run0,StreamingFIFO_rtl_1,,,,,,,,,32,69,2.0,0
builds_t1w2_run0,StreamingFIFO_rtl_2,,,,,,,,,32,73,4.0,0
builds_t1w2_run0,StreamingFIFO_rtl_3,,,,,,,,,15,22,0.0,0
builds_t1w2_run0,StreamingFIFO_rtl_4,,,,,,,,,15,22,0.0,0
builds_t1w2_run0,StreamingFIFO_rtl_5,,,,,,,,,55,24,0.0,0
builds_t1w2_run0,StreamingFIFO_rtl_6,,,,,,,,,23,38,0.0,0
builds_t1w2_run0,StreamingFIFO_rtl_7,,,,,,,,,15,22,0.0,0
builds_t1w8_run2_20_modify_folding_BOTH,StreamingFIFO_rtl_0,,,,,,,,,319,37,0.0,0
builds_t1w8_run2_20_modify_folding_BOTH,StreamingFIFO_rtl_1,,,,,,,,,32,69,2.0,0
builds_t1w8_run2_20_modify_folding_BOTH,StreamingFIFO_rtl_2,,,,,,,,,32,69,2.0,0
builds_t1w8_run2_20_modify_folding_BOTH,StreamingFIFO_rtl_3,,,,,,,,,29,65,3.0,0
builds_t1w8_run2_20_modify_folding_BOTH,StreamingFIFO_rtl_4,,,,,,,,,55,24,0.0,0
builds_t1w8_run2_20_modify_folding_BOTH,StreamingFIFO_rtl_5,,,,,,,,,15,22,0.0,0
builds_t1w8_run2_20_modify_folding_BOTH,StreamingFIFO_rtl_6,,,,,,,,,117,35,0.0,0
builds_t1w8_run2_20_modify_folding_BOTH,StreamingFIFO_rtl_7,,,,,,,,,31,54,0.0,0
builds_t1w8_run2_20_modify_folding_BOTH,StreamingFIFO_rtl_8,,,,,,,,,15,22,0.0,0
builds_t1w8_run8_20_modify_folding_BOTH,StreamingFIFO_rtl_0,,,,,,,,,319,37,0.0,0
builds_t1w8_run8_20_modify_folding_BOTH,StreamingFIFO_rtl_1,,,,,,,,,32,69,2.0,0
builds_t1w8_run8_20_modify_folding_BOTH,StreamingFIFO_rtl_2,,,,,,,,,15,22,0.0,0
builds_t1w8_run8_20_modify_folding_BOTH,StreamingFIFO_rtl_3,,,,,,,,,703,170,0.0,0
builds_t1w8_run8_20_modify_folding_BOTH,StreamingFIFO_rtl_4,,,,,,,,,15,22,0.0,0
builds_t1w8_run8_20_modify_folding_BOTH,StreamingFIFO_rtl_5,,,,,,,,,39,70,0.0,0
builds_t1w8_run8_20_modify_folding_BOTH,StreamingFIFO_rtl_6,,,,,,,,,15,22,0.0,0
builds_t1w8_run8_20_modify_folding_BOTH,StreamingFIFO_rtl_7,,,,,,,,,49,53,0.5,0
builds_t1w8_run8_20_modify_folding_BOTH,StreamingFIFO_rtl_8,,,,,,,,,31,54,0.0,0
builds_t1w8_run8_20_modify_folding_BOTH,StreamingFIFO_rtl_9,,,,,,,,,15,22,0.0,0
builds_t1w4_run19_80_modify_folding_BOTH,StreamingFIFO_rtl_0,,,,,,,,,331,44,0.0,0
builds_t1w4_run19_80_modify_folding_BOTH,StreamingFIFO_rtl_1,,,,,,,,,23,38,0.0,0
builds_t1w4_run19_80_modify_folding_BOTH,StreamingFIFO_rtl_2,,,,,,,,,39,70,0.0,0
builds_t1w4_run19_80_modify_folding_BOTH,StreamingFIFO_rtl_3,,,,,,,,,301,588,0.0,0
builds_t1w4_run19_80_modify_folding_BOTH,StreamingFIFO_rtl_4,,,,,,,,,23,38,0.0,0
builds_t1w4_run19_80_modify_folding_BOTH,StreamingFIFO_rtl_5,,,,,,,,,194,96,0.0,0
builds_t1w4_run19_80_modify_folding_BOTH,StreamingFIFO_rtl_6,,,,,,,,,15,22,0.0,0
builds_t1w4_run19_80_modify_folding_BOTH,StreamingFIFO_rtl_7,,,,,,,,,205,51,0.0,0
builds_t1w4_run19_80_modify_folding_BOTH,StreamingFIFO_rtl_8,,,,,,,,,23,38,0.0,0
builds_t1w4_run19_80_modify_folding_BOTH,StreamingFIFO_rtl_9,,,,,,,,,15,22,0.0,0
builds_t1w4_run9_20_modify_folding_BOTH,StreamingFIFO_rtl_0,,,,,,,,,319,37,0.0,0
builds_t1w4_run9_20_modify_folding_BOTH,StreamingFIFO_rtl_1,,,,,,,,,32,69,2.0,0
builds_t1w4_run9_20_modify_folding_BOTH,StreamingFIFO_rtl_2,,,,,,,,,15,22,0.0,0
builds_t1w4_run9_20_modify_folding_BOTH,StreamingFIFO_rtl_3,,,,,,,,,301,588,0.0,0
builds_t1w4_run9_20_modify_folding_BOTH,StreamingFIFO_rtl_4,,,,,,,,,15,22,0.0,0
builds_t1w4_run9_20_modify_folding_BOTH,StreamingFIFO_rtl_5,,,,,,,,,31,54,0.0,0
builds_t1w4_run9_20_modify_folding_BOTH,StreamingFIFO_rtl_6,,,,,,,,,15,22,0.0,0
builds_t1w4_run9_20_modify_folding_BOTH,StreamingFIFO_rtl_7,,,,,,,,,49,53,0.5,0
builds_t1w4_run9_20_modify_folding_BOTH,StreamingFIFO_rtl_8,,,,,,,,,23,38,0.0,0
builds_t1w4_run9_20_modify_folding_BOTH,StreamingFIFO_rtl_9,,,,,,,,,15,22,0.0,0
builds_t1w4_run21_10_modify_folding_greedy_BOTH,StreamingFIFO_rtl_0,,,,,,,,,341,58,0.0,0
builds_t1w4_run21_10_modify_folding_greedy_BOTH,StreamingFIFO_rtl_1,,,,,,,,,39,70,0.0,0
builds_t1w4_run21_10_modify_folding_greedy_BOTH,StreamingFIFO_rtl_2,,,,,,,,,1518,338,0.0,0
builds_t1w4_run21_10_modify_folding_greedy_BOTH,StreamingFIFO_rtl_3,,,,,,,,,23,38,0.0,0
builds_t1w4_run21_10_modify_folding_greedy_BOTH,StreamingFIFO_rtl_4,,,,,,,,,87,166,0.0,0
builds_t1w4_run21_10_modify_folding_greedy_BOTH,StreamingFIFO_rtl_5,,,,,,,,,15,22,0.0,0
builds_t1w4_run21_10_modify_folding_greedy_BOTH,StreamingFIFO_rtl_6,,,,,,,,,344,59,0.0,0
builds_t1w4_run21_10_modify_folding_greedy_BOTH,StreamingFIFO_rtl_7,,,,,,,,,23,38,0.0,0
builds_t1w4_run21_10_modify_folding_greedy_BOTH,StreamingFIFO_rtl_8,,,,,,,,,15,22,0.0,0
builds_t1w2_run11_40_modify_folding_BOTH,StreamingFIFO_rtl_0,,,,,,,,,319,37,0.0,0
builds_t1w2_run11_40_modify_folding_BOTH,StreamingFIFO_rtl_1,,,,,,,,,15,22,0.0,0
builds_t1w2_run11_40_modify_folding_BOTH,StreamingFIFO_rtl_10,,,,,,,,,15,22,0.0,0
builds_t1w2_run11_40_modify_folding_BOTH,StreamingFIFO_rtl_2,,,,,,,,,170,37,0.0,0
builds_t1w2_run11_40_modify_folding_BOTH,StreamingFIFO_rtl_3,,,,,,,,,23,38,0.0,0
builds_t1w2_run11_40_modify_folding_BOTH,StreamingFIFO_rtl_4,,,,,,,,,937,336,0.0,0
builds_t1w2_run11_40_modify_folding_BOTH,StreamingFIFO_rtl_5,,,,,,,,,15,22,0.0,0
builds_t1w2_run11_40_modify_folding_BOTH,StreamingFIFO_rtl_6,,,,,,,,,31,54,0.0,0
